price,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,availability_30,host_is_superhost,host_since,number_of_reviews,review_scores_rating,amenities,host_experience_years,amenities_list,amenities_count
171.0,Regierungsviertel,Mitte,52.51133,13.3951,Entire home/apt,3,f,2012-03-26,12,5.0,"[""Dryer"", ""Drying rack for clothing"", ""Dishes and silverware"", ""City skyline view"", ""Bed linens"", ""Laundromat nearby"", ""Outdoor dining area"", ""Refrigerator"", ""Coffee"", ""Wifi"", ""Dishwasher"", ""32 inch TV with Amazon Prime Video"", ""Cooking basics"", ""Fire extinguisher"", ""Stainless steel oven"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Hot water kettle"", ""Elevator"", ""Dedicated workspace"", ""Kitchen"", ""Iron"", ""Wine glasses"", ""Washer"", ""Smoke alarm"", ""Body soap"", ""Room-darkening shades"", ""Hot water"", ""Baking sheet"", ""Dining table"", ""Induction stove"", ""Toaster"", ""Private patio or balcony""]",13.29041095890411,"['dryer', 'drying rack for clothing', 'dishes and silverware', 'city skyline view', 'bed linens', 'laundromat nearby', 'outdoor dining area', 'refrigerator', 'coffee', 'wifi', 'dishwasher', '32 inch tv with amazon prime video', 'cooking basics', 'fire extinguisher', 'stainless steel oven', 'essentials', 'hair dryer', 'heating', 'hot water kettle', 'elevator', 'dedicated workspace', 'kitchen', 'iron', 'wine glasses', 'washer', 'smoke alarm', 'body soap', 'room-darkening shades', 'hot water', 'baking sheet', 'dining table', 'induction stove', 'toaster', 'private patio or balcony']",34
116.0,Prenzlauer Berg Südwest,Pankow,52.53916,13.41008,Entire home/apt,9,t,2012-03-30,397,4.86,"[""Drying rack for clothing"", ""Dishes and silverware"", ""Garden view"", ""Bed linens"", ""Laundromat nearby"", ""Long term stays allowed"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""High chair"", ""Dishwasher"", ""Pets allowed"", ""Private backyard \u2013 Fully fenced"", ""Cooking basics"", ""Sound system"", ""Essentials"", ""Coffee maker"", ""Hair dryer"", ""Heating"", ""Hot water kettle"", ""Dedicated workspace"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Baby bath"", ""Paid parking off premises"", ""Wine glasses"", ""Washer"", ""Clothing storage: wardrobe and dresser"", ""Stove"", ""Smoke alarm"", ""Hot water"", ""Baking sheet"", ""Host greets you"", ""Crib"", ""Oven"", ""Toaster"", ""Courtyard view"", ""Dining table"", ""TV with standard cable"", ""Microwave""]",13.27945205479452,"['drying rack for clothing', 'dishes and silverware', 'garden view', 'bed linens', 'laundromat nearby', 'long term stays allowed', 'refrigerator', 'hangers', 'wifi', 'high chair', 'dishwasher', 'pets allowed', 'private backyard \\u2013 fully fenced', 'cooking basics', 'sound system', 'essentials', 'coffee maker', 'hair dryer', 'heating', 'hot water kettle', 'dedicated workspace', 'kitchen', 'pack \\u2019n play/travel crib', 'iron', 'baby bath', 'paid parking off premises', 'wine glasses', 'washer', 'clothing storage: wardrobe and dresser', 'stove', 'smoke alarm', 'hot water', 'baking sheet', 'host greets you', 'crib', 'oven', 'toaster', 'courtyard view', 'dining table', 'tv with standard cable', 'microwave']",41
49.0,Brunnenstr. Nord,Mitte,52.54167,13.37285,Entire home/apt,0,f,2012-04-01,11,4.55,"[""Dishes and silverware"", ""Bed linens"", ""Long term stays allowed"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""Freezer"", ""Pets allowed"", ""Cooking basics"", ""Essentials"", ""Clothing storage"", ""Coffee maker"", ""Hair dryer"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Kitchen"", ""Iron"", ""Washer"", ""Stove"", ""Hot water"", ""Baking sheet"", ""Room-darkening shades"", ""Host greets you"", ""Oven"", ""TV with standard cable""]",13.273972602739725,"['dishes and silverware', 'bed linens', 'long term stays allowed', 'refrigerator', 'hangers', 'wifi', 'freezer', 'pets allowed', 'cooking basics', 'essentials', 'clothing storage', 'coffee maker', 'hair dryer', 'heating', 'carbon monoxide alarm', 'hot water kettle', 'kitchen', 'iron', 'washer', 'stove', 'hot water', 'baking sheet', 'room-darkening shades', 'host greets you', 'oven', 'tv with standard cable']",26
77.0,Zehlendorf  Südwest,Steglitz - Zehlendorf,52.43663,13.21023,Entire home/apt,16,f,2012-04-08,17,4.71,"[""Bathtub"", ""Drying rack for clothing"", ""Portable fans"", ""Shared backyard \u2013 Fully fenced"", ""Shower gel"", ""Dishes and silverware"", ""Garden view"", ""Bed linens"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Books and reading material"", ""Hangers"", ""Refrigerator"", ""Wifi"", ""Coffee"", ""Dishwasher"", ""Cleaning products"", ""Freezer"", ""Cooking basics"", ""Sound system"", ""Essentials"", ""Clothing storage"", ""Coffee maker"", ""Blender"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Hot water kettle"", ""Self check-in"", ""Lockbox"", ""Kitchen"", ""Iron"", ""Wine glasses"", ""Free street parking"", ""Washer"", ""Stove"", ""Hot water"", ""Body soap"", ""Room-darkening shades"", ""Smoke alarm"", ""Baking sheet"", ""Free parking on premises"", ""Oven"", ""Toaster"", ""Dining table"", ""Private patio or balcony"", ""TV with standard cable"", ""Microwave""]",13.254794520547945,"['bathtub', 'drying rack for clothing', 'portable fans', 'shared backyard \\u2013 fully fenced', 'shower gel', 'dishes and silverware', 'garden view', 'bed linens', 'luggage dropoff allowed', 'long term stays allowed', 'books and reading material', 'hangers', 'refrigerator', 'wifi', 'coffee', 'dishwasher', 'cleaning products', 'freezer', 'cooking basics', 'sound system', 'essentials', 'clothing storage', 'coffee maker', 'blender', 'hair dryer', 'extra pillows and blankets', 'heating', 'hot water kettle', 'self check-in', 'lockbox', 'kitchen', 'iron', 'wine glasses', 'free street parking', 'washer', 'stove', 'hot water', 'body soap', 'room-darkening shades', 'smoke alarm', 'baking sheet', 'free parking on premises', 'oven', 'toaster', 'dining table', 'private patio or balcony', 'tv with standard cable', 'microwave']",48
90.0,Brunnenstr. Süd,Mitte,52.52971,13.38907,Entire home/apt,10,t,2012-04-11,405,4.84,"[""Dishes and silverware"", ""Bed linens"", ""Refrigerator"", ""Hangers"", ""TV"", ""Wifi"", ""Freezer"", ""Cooking basics"", ""Essentials"", ""Coffee maker"", ""Hair dryer"", ""Heating"", ""Hot water kettle"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Single level home"", ""Paid parking off premises"", ""Wine glasses"", ""Stove"", ""Clothing storage: wardrobe"", ""Smoke alarm"", ""Body soap"", ""Hot water"", ""Host greets you"", ""Private entrance"", ""Dining table"", ""Toaster"", ""Microwave""]",13.246575342465754,"['dishes and silverware', 'bed linens', 'refrigerator', 'hangers', 'tv', 'wifi', 'freezer', 'cooking basics', 'essentials', 'coffee maker', 'hair dryer', 'heating', 'hot water kettle', 'kitchen', 'pack \\u2019n play/travel crib', 'single level home', 'paid parking off premises', 'wine glasses', 'stove', 'clothing storage: wardrobe', 'smoke alarm', 'body soap', 'hot water', 'host greets you', 'private entrance', 'dining table', 'toaster', 'microwave']",28
132.0,Brunnenstr. Süd,Mitte,52.52961,13.38904,Entire home/apt,3,t,2012-04-11,309,4.83,"[""Dishes and silverware"", ""Bed linens"", ""Paid street parking off premises"", ""Refrigerator"", ""Hangers"", ""HDTV"", ""Wifi"", ""Dishwasher"", ""Freezer"", ""Electric stove"", ""Cooking basics"", ""Essentials"", ""Coffee maker"", ""Hair dryer"", ""Heating"", ""Hot water kettle"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Single level home"", ""Wine glasses"", ""Clothing storage: wardrobe and dresser"", ""Smoke alarm"", ""Body soap"", ""Hot water"", ""Baking sheet"", ""Host greets you"", ""Oven"", ""Toaster"", ""Dining table"", ""Microwave""]",13.246575342465754,"['dishes and silverware', 'bed linens', 'paid street parking off premises', 'refrigerator', 'hangers', 'hdtv', 'wifi', 'dishwasher', 'freezer', 'electric stove', 'cooking basics', 'essentials', 'coffee maker', 'hair dryer', 'heating', 'hot water kettle', 'kitchen', 'pack \\u2019n play/travel crib', 'single level home', 'wine glasses', 'clothing storage: wardrobe and dresser', 'smoke alarm', 'body soap', 'hot water', 'baking sheet', 'host greets you', 'oven', 'toaster', 'dining table', 'microwave']",30
65.0,Helmholtzplatz,Pankow,52.54116,13.41449,Entire home/apt,1,t,2012-04-25,275,4.91,"[""Shower gel"", ""Dishes and silverware"", ""Bed linens"", ""Refrigerator"", ""Hangers"", ""TV"", ""Wifi"", ""Shampoo"", ""Cooking basics"", ""Essentials"", ""Coffee maker"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Kitchen"", ""Single level home"", ""Iron"", ""Backyard"", ""Body soap"", ""Hot water"", ""Private entrance"", ""Dining table"", ""Microwave""]",13.208219178082192,"['shower gel', 'dishes and silverware', 'bed linens', 'refrigerator', 'hangers', 'tv', 'wifi', 'shampoo', 'cooking basics', 'essentials', 'coffee maker', 'hair dryer', 'extra pillows and blankets', 'heating', 'carbon monoxide alarm', 'hot water kettle', 'kitchen', 'single level home', 'iron', 'backyard', 'body soap', 'hot water', 'private entrance', 'dining table', 'microwave']",25
89.0,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,52.49257,13.41091,Entire home/apt,3,t,2012-05-02,560,4.9,"[""Drying rack for clothing"", ""Dishes and silverware"", ""Garden view"", ""Bed linens"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Outdoor dining area"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""High chair"", ""Dishwasher"", ""Children\u2019s dinnerware"", ""Cleaning products"", ""Window guards"", ""Private backyard \u2013 Fully fenced"", ""Cooking basics"", ""Crib - available upon request"", ""Essentials"", ""Coffee maker"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Carbon monoxide alarm"", ""AEG electric stove"", ""Hot water kettle"", ""Self check-in"", ""Shared patio or balcony"", ""Bluetooth sound system"", ""Dedicated workspace"", ""Lockbox"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Outdoor furniture"", ""Paid parking off premises"", ""Free street parking"", ""Free washer \u2013 In building"", ""Clothing storage: wardrobe"", ""Body soap"", ""Hot water"", ""Smoke alarm"", ""Children\u2019s books and toys"", ""Ethernet connection"", ""Oven"", ""Toaster"", ""Dining table"", ""55 inch HDTV with Netflix, Amazon Prime Video, Disney+""]",13.189041095890412,"['drying rack for clothing', 'dishes and silverware', 'garden view', 'bed linens', 'luggage dropoff allowed', 'long term stays allowed', 'outdoor dining area', 'refrigerator', 'hangers', 'wifi', 'high chair', 'dishwasher', 'children\\u2019s dinnerware', 'cleaning products', 'window guards', 'private backyard \\u2013 fully fenced', 'cooking basics', 'crib - available upon request', 'essentials', 'coffee maker', 'hair dryer', 'extra pillows and blankets', 'heating', 'carbon monoxide alarm', 'aeg electric stove', 'hot water kettle', 'self check-in', 'shared patio or balcony', 'bluetooth sound system', 'dedicated workspace', 'lockbox', 'kitchen', 'pack \\u2019n play/travel crib', 'outdoor furniture', 'paid parking off premises', 'free street parking', 'free washer \\u2013 in building', 'clothing storage: wardrobe', 'body soap', 'hot water', 'smoke alarm', 'children\\u2019s books and toys', 'ethernet connection', 'oven', 'toaster', 'dining table', '55 inch hdtv with netflix', 'amazon prime video', 'disney+']",49
169.0,Düsseldorfer Straße,Charlottenburg-Wilm.,52.49861907958984,13.337254524230955,Entire home/apt,16,t,2012-05-11,175,4.68,"[""Dishes and silverware"", ""Bed linens"", ""Cleaning available during stay"", ""Long term stays allowed"", ""Refrigerator"", ""Hangers"", ""TV"", ""Wifi"", ""Dishwasher"", ""Paid parking on premises"", ""Cooking basics"", ""Essentials"", ""Coffee maker"", ""Hair dryer"", ""Heating"", ""Carbon monoxide alarm"", ""Elevator"", ""Kitchen"", ""Iron"", ""Washer"", ""Stove"", ""Smoke alarm"", ""Hot water"", ""Room-darkening shades"", ""Host greets you"", ""Oven""]",13.164383561643836,"['dishes and silverware', 'bed linens', 'cleaning available during stay', 'long term stays allowed', 'refrigerator', 'hangers', 'tv', 'wifi', 'dishwasher', 'paid parking on premises', 'cooking basics', 'essentials', 'coffee maker', 'hair dryer', 'heating', 'carbon monoxide alarm', 'elevator', 'kitchen', 'iron', 'washer', 'stove', 'smoke alarm', 'hot water', 'room-darkening shades', 'host greets you', 'oven']",26
260.0,Helmholtzplatz,Pankow,52.54297,13.42026,Entire home/apt,0,f,2012-05-14,154,4.74,"[""Bathtub"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Bed linens"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""High chair"", ""Shampoo"", ""Dishwasher"", ""Children\u2019s dinnerware"", ""Pets allowed"", ""Cooking basics"", ""Essentials"", ""Coffee maker"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Babysitter recommendations"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Single level home"", ""Iron"", ""Free street parking"", ""Washer"", ""Stove"", ""HDTV with standard cable"", ""Hot water"", ""Smoke alarm"", ""Room-darkening shades"", ""Children\u2019s books and toys"", ""Host greets you"", ""Crib"", ""Private entrance"", ""Ethernet connection"", ""Oven"", ""Microwave""]",13.156164383561643,"['bathtub', 'free dryer \\u2013 in unit', 'dishes and silverware', 'bed linens', 'luggage dropoff allowed', 'long term stays allowed', 'refrigerator', 'hangers', 'wifi', 'high chair', 'shampoo', 'dishwasher', 'children\\u2019s dinnerware', 'pets allowed', 'cooking basics', 'essentials', 'coffee maker', 'hair dryer', 'extra pillows and blankets', 'heating', 'babysitter recommendations', 'carbon monoxide alarm', 'dedicated workspace', 'kitchen', 'pack \\u2019n play/travel crib', 'single level home', 'iron', 'free street parking', 'washer', 'stove', 'hdtv with standard cable', 'hot water', 'smoke alarm', 'room-darkening shades', 'children\\u2019s books and toys', 'host greets you', 'crib', 'private entrance', 'ethernet connection', 'oven', 'microwave']",41
140.0,Düsseldorfer Straße,Charlottenburg-Wilm.,52.49986,13.33631,Entire home/apt,13,t,2012-05-11,165,4.69,"[""Dishes and silverware"", ""Long term stays allowed"", ""Refrigerator"", ""Hangers"", ""TV"", ""Wifi"", ""Dishwasher"", ""Paid parking on premises"", ""Cooking basics"", ""Essentials"", ""Coffee maker"", ""Hair dryer"", ""Heating"", ""Kitchen"", ""Iron"", ""Paid parking off premises"", ""Washer"", ""Stove"", ""Smoke alarm"", ""Hot water"", ""Host greets you"", ""Oven"", ""Patio or balcony"", ""Microwave""]",13.164383561643836,"['dishes and silverware', 'long term stays allowed', 'refrigerator', 'hangers', 'tv', 'wifi', 'dishwasher', 'paid parking on premises', 'cooking basics', 'essentials', 'coffee maker', 'hair dryer', 'heating', 'kitchen', 'iron', 'paid parking off premises', 'washer', 'stove', 'smoke alarm', 'hot water', 'host greets you', 'oven', 'patio or balcony', 'microwave']",24
85.0,Schillerpromenade,Neukölln,52.47919,13.42538,Entire home/apt,3,f,2012-05-19,222,4.76,"[""Dishes and silverware"", ""Bed linens"", ""Long term stays allowed"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""Dishwasher"", ""Cooking basics"", ""Coffee maker"", ""Hair dryer"", ""Heating"", ""Kitchen"", ""Iron"", ""Free street parking"", ""Washer"", ""Stove"", ""Hot water"", ""Oven"", ""Microwave""]",13.142465753424657,"['dishes and silverware', 'bed linens', 'long term stays allowed', 'refrigerator', 'hangers', 'wifi', 'dishwasher', 'cooking basics', 'coffee maker', 'hair dryer', 'heating', 'kitchen', 'iron', 'free street parking', 'washer', 'stove', 'hot water', 'oven', 'microwave']",19
125.0,Alexanderplatz,Mitte,52.5151,13.41369,Entire home/apt,30,f,2012-05-22,292,4.81,"[""Dryer"", ""Dishes and silverware"", ""Bed linens"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""TV"", ""Hangers"", ""Refrigerator"", ""Wifi"", ""High chair"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Cooking basics"", ""Outlet covers"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Coffee maker"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Babysitter recommendations"", ""Carbon monoxide alarm"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Baby bath"", ""Washer"", ""Stove"", ""Hot water"", ""Smoke alarm"", ""Room-darkening shades"", ""Children\u2019s books and toys"", ""Host greets you"", ""Crib"", ""Private entrance""]",13.134246575342466,"['dryer', 'dishes and silverware', 'bed linens', 'luggage dropoff allowed', 'long term stays allowed', 'tv', 'hangers', 'refrigerator', 'wifi', 'high chair', 'shampoo', 'children\\u2019s dinnerware', 'cooking basics', 'outlet covers', 'fire extinguisher', 'first aid kit', 'essentials', 'coffee maker', 'hair dryer', 'extra pillows and blankets', 'heating', 'babysitter recommendations', 'carbon monoxide alarm', 'kitchen', 'pack \\u2019n play/travel crib', 'iron', 'baby bath', 'washer', 'stove', 'hot water', 'smoke alarm', 'room-darkening shades', 'children\\u2019s books and toys', 'host greets you', 'crib', 'private entrance']",36
160.0,Brunnenstr. Süd,Mitte,52.53593,13.38122,Entire home/apt,2,f,2012-05-23,2,5.0,"[""Heating"", ""Clamp on table seat high chair - always at the listing"", ""Children's playroom"", ""Smoke alarm"", ""Dedicated workspace"", ""Kitchen"", ""Pets allowed"", ""Board games"", ""Iron"", ""Laundromat nearby"", ""Essentials"", ""TV"", ""Washer"", ""Wifi"", ""Hair dryer"", ""Hot water""]",13.131506849315068,"['heating', 'clamp on table seat high chair - always at the listing', ""children's playroom"", 'smoke alarm', 'dedicated workspace', 'kitchen', 'pets allowed', 'board games', 'iron', 'laundromat nearby', 'essentials', 'tv', 'washer', 'wifi', 'hair dryer', 'hot water']",16
86.0,Brunnenstr. Süd,Mitte,52.53609819909791,13.37822039816644,Entire home/apt,0,f,2011-08-11,371,4.75,"[""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Bed linens"", ""Long term stays allowed"", ""Books and reading material"", ""Hangers"", ""Refrigerator"", ""Wifi"", ""High chair"", ""Coffee"", ""Shampoo"", ""Cleaning products"", ""Electric stove"", ""Cooking basics"", ""Outlet covers"", ""Fire extinguisher"", ""Essentials"", ""Hair dryer"", ""Hot water kettle"", ""Babysitter recommendations"", ""Central heating"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Single level home"", ""Iron"", ""Free washer \u2013 In building"", ""Body soap"", ""Hot water"", ""Room-darkening shades"", ""Smoke alarm"", ""Clothing storage: dresser"", ""Private entrance"", ""Dining table"", ""Toaster""]",13.915068493150685,"['drying rack for clothing', 'shower gel', 'dishes and silverware', 'bed linens', 'long term stays allowed', 'books and reading material', 'hangers', 'refrigerator', 'wifi', 'high chair', 'coffee', 'shampoo', 'cleaning products', 'electric stove', 'cooking basics', 'outlet covers', 'fire extinguisher', 'essentials', 'hair dryer', 'hot water kettle', 'babysitter recommendations', 'central heating', 'kitchen', 'pack \\u2019n play/travel crib', 'single level home', 'iron', 'free washer \\u2013 in building', 'body soap', 'hot water', 'room-darkening shades', 'smoke alarm', 'clothing storage: dresser', 'private entrance', 'dining table', 'toaster']",35
86.0,Brunnenstr. Süd,Mitte,52.53608,13.37843,Entire home/apt,0,f,2011-08-11,342,4.83,"[""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Bed linens"", ""Paid street parking off premises"", ""Cleaning available during stay"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Refrigerator"", ""Hangers"", ""Coffee"", ""Wifi"", ""High chair"", ""Shampoo"", ""Cleaning products"", ""Electric stove"", ""Cooking basics"", ""Outlet covers"", ""Fire extinguisher"", ""Essentials"", ""Clothing storage"", ""Hair dryer"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Babysitter recommendations"", ""Central heating"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Single level home"", ""Iron"", ""Body soap"", ""Hot water"", ""Room-darkening shades"", ""Smoke alarm"", ""Private entrance"", ""Dining table"", ""Toaster"", ""Free washer \u2013 In unit""]",13.915068493150685,"['drying rack for clothing', 'shower gel', 'dishes and silverware', 'bed linens', 'paid street parking off premises', 'cleaning available during stay', 'luggage dropoff allowed', 'long term stays allowed', 'refrigerator', 'hangers', 'coffee', 'wifi', 'high chair', 'shampoo', 'cleaning products', 'electric stove', 'cooking basics', 'outlet covers', 'fire extinguisher', 'essentials', 'clothing storage', 'hair dryer', 'extra pillows and blankets', 'hot water kettle', 'babysitter recommendations', 'central heating', 'kitchen', 'pack \\u2019n play/travel crib', 'single level home', 'iron', 'body soap', 'hot water', 'room-darkening shades', 'smoke alarm', 'private entrance', 'dining table', 'toaster', 'free washer \\u2013 in unit']",38
86.0,Brunnenstr. Süd,Mitte,52.53325,13.40217,Entire home/apt,0,f,2012-05-28,6,5.0,"[""Dryer"", ""Dishes and silverware"", ""Bed linens"", ""Cleaning available during stay"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""High chair"", ""Dishwasher"", ""Cooking basics"", ""Essentials"", ""Coffee maker"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Elevator"", ""Kitchen"", ""Iron"", ""Washer"", ""Stove"", ""Hot water"", ""Host greets you"", ""Children\u2019s books and toys"", ""Crib"", ""Oven"", ""TV with standard cable"", ""Microwave""]",13.117808219178082,"['dryer', 'dishes and silverware', 'bed linens', 'cleaning available during stay', 'luggage dropoff allowed', 'long term stays allowed', 'refrigerator', 'hangers', 'wifi', 'high chair', 'dishwasher', 'cooking basics', 'essentials', 'coffee maker', 'hair dryer', 'extra pillows and blankets', 'heating', 'elevator', 'kitchen', 'iron', 'washer', 'stove', 'hot water', 'host greets you', 'children\\u2019s books and toys', 'crib', 'oven', 'tv with standard cable', 'microwave']",29
219.0,Helmholtzplatz,Pankow,52.54407,13.42201,Entire home/apt,17,t,2011-03-30,354,4.93,"[""Dryer"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Hangers"", ""TV"", ""Wifi"", ""High chair"", ""Shampoo"", ""Dishwasher"", ""Pets allowed"", ""Cooking basics"", ""Fire extinguisher"", ""Essentials"", ""Coffee maker"", ""Hair dryer"", ""Heating"", ""Elevator"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Single level home"", ""Iron"", ""Washer"", ""Stove"", ""Smoke alarm"", ""Hot water"", ""Host greets you"", ""Crib"", ""Oven"", ""Microwave""]",14.282191780821918,"['dryer', 'dishes and silverware', 'luggage dropoff allowed', 'refrigerator', 'hangers', 'tv', 'wifi', 'high chair', 'shampoo', 'dishwasher', 'pets allowed', 'cooking basics', 'fire extinguisher', 'essentials', 'coffee maker', 'hair dryer', 'heating', 'elevator', 'kitchen', 'pack \\u2019n play/travel crib', 'single level home', 'iron', 'washer', 'stove', 'smoke alarm', 'hot water', 'host greets you', 'crib', 'oven', 'microwave']",30
252.0,Schöneberg-Süd,Tempelhof - Schöneberg,52.48916,13.35058,Entire home/apt,0,f,2012-05-29,93,4.96,"[""Portable fans"", ""Shower gel"", ""Dishes and silverware"", ""Bed linens"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""Shampoo"", ""Dishwasher"", ""Freezer"", ""Pets allowed"", ""Cooking basics"", ""Smoking allowed"", ""HDTV with Netflix, standard cable"", ""First aid kit"", ""Essentials"", ""Coffee maker"", ""Piano"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Carbon monoxide alarm"", ""Elevator"", ""Dedicated workspace"", ""Kitchen"", ""Single level home"", ""Iron"", ""Sony / Panasonic sound system with Bluetooth and aux"", ""Washer"", ""Stove"", ""Smoke alarm"", ""Body soap"", ""Hot water"", ""Record player"", ""Ethernet connection"", ""Oven"", ""Patio or balcony"", ""Microwave""]",13.115068493150686,"['portable fans', 'shower gel', 'dishes and silverware', 'bed linens', 'luggage dropoff allowed', 'long term stays allowed', 'refrigerator', 'hangers', 'wifi', 'shampoo', 'dishwasher', 'freezer', 'pets allowed', 'cooking basics', 'smoking allowed', 'hdtv with netflix', 'standard cable', 'first aid kit', 'essentials', 'coffee maker', 'piano', 'hair dryer', 'extra pillows and blankets', 'heating', 'carbon monoxide alarm', 'elevator', 'dedicated workspace', 'kitchen', 'single level home', 'iron', 'sony / panasonic sound system with bluetooth and aux', 'washer', 'stove', 'smoke alarm', 'body soap', 'hot water', 'record player', 'ethernet connection', 'oven', 'patio or balcony', 'microwave']",41
59.0,Tempelhof,Tempelhof - Schöneberg,52.4568,13.38698,Entire home/apt,8,f,2012-06-02,294,4.66,"[""Drying rack for clothing"", ""Dishes and silverware"", ""Bed linens"", ""Paid street parking off premises"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""Dishwasher"", ""Cooking basics"", ""Essentials"", ""Coffee maker"", ""Heating"", ""Hot water kettle"", ""Self check-in"", ""Lockbox"", ""Kitchen"", ""Iron"", ""Free street parking"", ""Washer"", ""Stove"", ""Smoke alarm"", ""Hot water"", ""Oven"", ""Toaster"", ""Private patio or balcony"", ""TV with standard cable""]",13.104109589041096,"['drying rack for clothing', 'dishes and silverware', 'bed linens', 'paid street parking off premises', 'refrigerator', 'hangers', 'wifi', 'dishwasher', 'cooking basics', 'essentials', 'coffee maker', 'heating', 'hot water kettle', 'self check-in', 'lockbox', 'kitchen', 'iron', 'free street parking', 'washer', 'stove', 'smoke alarm', 'hot water', 'oven', 'toaster', 'private patio or balcony', 'tv with standard cable']",26
46.0,Prenzlauer Berg Südwest,Pankow,52.53097,13.41577,Private room,15,f,2012-06-04,829,4.66,"[""Shower gel"", ""Dishes and silverware"", ""Bed linens"", ""Laundromat nearby"", ""Refrigerator"", ""Hangers"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Electric stove"", ""Cooking basics"", ""Essentials"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Dedicated workspace"", ""Kitchen"", ""Iron"", ""Paid parking off premises"", ""Smoke alarm"", ""Hot water"", ""Baking sheet"", ""Host greets you"", ""Oven""]",13.098630136986301,"['shower gel', 'dishes and silverware', 'bed linens', 'laundromat nearby', 'refrigerator', 'hangers', 'coffee', 'wifi', 'shampoo', 'electric stove', 'cooking basics', 'essentials', 'hair dryer', 'extra pillows and blankets', 'heating', 'carbon monoxide alarm', 'hot water kettle', 'dedicated workspace', 'kitchen', 'iron', 'paid parking off premises', 'smoke alarm', 'hot water', 'baking sheet', 'host greets you', 'oven']",26
49.0,Prenzlauer Berg Nordwest,Pankow,52.54797,13.40576,Entire home/apt,0,f,2012-06-05,51,4.44,"[""Heating"", ""Shared backyard \u2013 Fully fenced"", ""Coffee maker"", ""Dishes and silverware"", ""Kitchen"", ""Outdoor furniture"", ""Wifi"", ""Iron"", ""Cooking basics"", ""Outdoor dining area"", ""Refrigerator"", ""Hangers"", ""Washer"", ""TV with standard cable"", ""Microwave"", ""Smoke alarm""]",13.095890410958905,"['heating', 'shared backyard \\u2013 fully fenced', 'coffee maker', 'dishes and silverware', 'kitchen', 'outdoor furniture', 'wifi', 'iron', 'cooking basics', 'outdoor dining area', 'refrigerator', 'hangers', 'washer', 'tv with standard cable', 'microwave', 'smoke alarm']",16
