price,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,availability_30,host_is_superhost,host_since,number_of_reviews,review_scores_rating,amenities,host_experience_years,amenities_list,amenities_count
89.0,Buckow,Neukölln,52.41991,13.42335,Entire home/apt,30,f,2014-05-28,34,4.29,"[""Keypad"", ""Dryer"", ""Dishes and silverware"", ""Bed linens"", ""Cleaning available during stay"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""Pets allowed"", ""Cooking basics"", ""Fire extinguisher"", ""Essentials"", ""Coffee maker"", ""Hair dryer"", ""Heating"", ""Self check-in"", ""Dedicated workspace"", ""Kitchen"", ""Iron"", ""Free street parking"", ""Washer"", ""Stove"", ""Smoke alarm"", ""Free parking on premises"", ""Room-darkening shades"", ""Crib"", ""TV with standard cable"", ""Microwave""]",11.117808219178082,"['keypad', 'dryer', 'dishes and silverware', 'bed linens', 'cleaning available during stay', 'luggage dropoff allowed', 'long term stays allowed', 'refrigerator', 'hangers', 'wifi', 'pets allowed', 'cooking basics', 'fire extinguisher', 'essentials', 'coffee maker', 'hair dryer', 'heating', 'self check-in', 'dedicated workspace', 'kitchen', 'iron', 'free street parking', 'washer', 'stove', 'smoke alarm', 'free parking on premises', 'room-darkening shades', 'crib', 'tv with standard cable', 'microwave']",30
64.0,Niederschöneweide,Treptow - Köpenick,52.45332,13.51765,Entire home/apt,9,t,2015-01-28,211,4.92,"[""Drying rack for clothing"", ""50 inch TV"", ""Shower gel"", ""Dishes and silverware"", ""Laundromat nearby"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""Shampoo"", ""Electric stove"", ""Cooking basics"", ""First aid kit"", ""Essentials"", ""Coffee maker"", ""Hair dryer"", ""Heating"", ""Hot water kettle"", ""High chair - available upon request"", ""Dedicated workspace"", ""Kitchen"", ""Iron"", ""Smoke alarm"", ""Body soap"", ""Hot water"", ""Private entrance"", ""Oven"", ""Toaster"", ""Dining table""]",10.446575342465753,"['drying rack for clothing', '50 inch tv', 'shower gel', 'dishes and silverware', 'laundromat nearby', 'refrigerator', 'hangers', 'wifi', 'shampoo', 'electric stove', 'cooking basics', 'first aid kit', 'essentials', 'coffee maker', 'hair dryer', 'heating', 'hot water kettle', 'high chair - available upon request', 'dedicated workspace', 'kitchen', 'iron', 'smoke alarm', 'body soap', 'hot water', 'private entrance', 'oven', 'toaster', 'dining table']",28
95.0,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,52.4995,13.46112,Entire home/apt,9,t,2015-12-21,229,4.84,"[""Bathtub"", ""Drying rack for clothing"", ""Portable fans"", ""Shower gel"", ""Dishes and silverware"", ""Bed linens"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Hangers"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Dishwasher"", ""Cleaning products"", ""Freezer"", ""Pets allowed"", ""Cooking basics"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Clothing storage"", ""Coffee maker"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Hot water kettle"", ""Smart lock"", ""Elevator"", ""Self check-in"", ""Bluetooth sound system"", ""Dedicated workspace"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Paid parking off premises"", ""Other induction stove"", ""Wine glasses"", ""HDTV with Netflix"", ""Washer"", ""Hot water"", ""Smoke alarm"", ""Room-darkening shades"", ""Baking sheet"", ""Private entrance"", ""Ethernet connection"", ""Oven"", ""Toaster"", ""Dining table""]",9.550684931506849,"['bathtub', 'drying rack for clothing', 'portable fans', 'shower gel', 'dishes and silverware', 'bed linens', 'luggage dropoff allowed', 'refrigerator', 'hangers', 'coffee', 'wifi', 'shampoo', 'dishwasher', 'cleaning products', 'freezer', 'pets allowed', 'cooking basics', 'fire extinguisher', 'first aid kit', 'essentials', 'clothing storage', 'coffee maker', 'hair dryer', 'extra pillows and blankets', 'heating', 'hot water kettle', 'smart lock', 'elevator', 'self check-in', 'bluetooth sound system', 'dedicated workspace', 'kitchen', 'pack \\u2019n play/travel crib', 'iron', 'paid parking off premises', 'other induction stove', 'wine glasses', 'hdtv with netflix', 'washer', 'hot water', 'smoke alarm', 'room-darkening shades', 'baking sheet', 'private entrance', 'ethernet connection', 'oven', 'toaster', 'dining table']",48
320.0,Alexanderplatz,Mitte,52.52883,13.39467,Entire home/apt,14,f,2021-02-15,4,5.0,"[""Drying rack for clothing"", ""Dishes and silverware"", ""Coffee maker: espresso machine, Nespresso"", ""Bed linens"", ""Long term stays allowed"", ""Refrigerator"", ""Hangers"", ""TV"", ""Wifi"", ""Coffee"", ""Electric stove"", ""Cooking basics"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Hot water kettle"", ""Dedicated workspace"", ""Kitchen"", ""Wine glasses"", ""Washer"", ""Clothing storage: wardrobe"", ""Smoke alarm"", ""Hot water"", ""Baking sheet"", ""Dining table""]",4.391780821917808,"['drying rack for clothing', 'dishes and silverware', 'coffee maker: espresso machine', 'nespresso', 'bed linens', 'long term stays allowed', 'refrigerator', 'hangers', 'tv', 'wifi', 'coffee', 'electric stove', 'cooking basics', 'essentials', 'hair dryer', 'heating', 'hot water kettle', 'dedicated workspace', 'kitchen', 'wine glasses', 'washer', 'clothing storage: wardrobe', 'smoke alarm', 'hot water', 'baking sheet', 'dining table']",26
63.0,Schöneberg-Nord,Tempelhof - Schöneberg,52.501038,13.356569,Private room,0,t,2014-12-13,110,4.95,"[""Bathtub"", ""Central air conditioning"", ""Free dryer \u2013 In unit"", ""Drying rack for clothing"", ""Safe"", ""Portable fans"", ""Shower gel"", ""Dishes and silverware"", ""City skyline view"", ""Bed linens"", ""Lock on bedroom door"", ""Unterschiedlich body soap"", ""Paid street parking off premises"", ""Cleaning available during stay"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Books and reading material"", ""Hangers"", ""Refrigerator"", ""Park view"", ""Wifi"", ""Coffee"", ""Shampoo"", ""Dishwasher"", ""Cleaning products"", ""Freezer"", ""Clothing storage: closet and dresser"", ""Paid parking on premises"", ""Cooking basics"", ""First aid kit"", ""Essentials"", ""Blender"", ""Outdoor playground"", ""Hair dryer"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Central heating"", ""Hot water kettle"", ""Elevator"", ""Shared patio or balcony"", ""Dedicated workspace"", ""Kitchen"", ""Stainless steel induction stove"", ""Outdoor furniture"", ""Single level home"", ""Iron"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Free washer \u2013 In building"", ""Hot water"", ""Smoke alarm"", ""Room-darkening shades"", ""Baking sheet"", ""Host greets you"", ""Board games"", ""32 inch HDTV with Netflix, standard cable"", ""Oven"", ""Toaster"", ""Dining table"", ""AC - split type ductless system"", ""Breakfast""]",10.572602739726028,"['bathtub', 'central air conditioning', 'free dryer \\u2013 in unit', 'drying rack for clothing', 'safe', 'portable fans', 'shower gel', 'dishes and silverware', 'city skyline view', 'bed linens', 'lock on bedroom door', 'unterschiedlich body soap', 'paid street parking off premises', 'cleaning available during stay', 'laundromat nearby', 'luggage dropoff allowed', 'long term stays allowed', 'books and reading material', 'hangers', 'refrigerator', 'park view', 'wifi', 'coffee', 'shampoo', 'dishwasher', 'cleaning products', 'freezer', 'clothing storage: closet and dresser', 'paid parking on premises', 'cooking basics', 'first aid kit', 'essentials', 'blender', 'outdoor playground', 'hair dryer', 'extra pillows and blankets', 'carbon monoxide alarm', 'central heating', 'hot water kettle', 'elevator', 'shared patio or balcony', 'dedicated workspace', 'kitchen', 'stainless steel induction stove', 'outdoor furniture', 'single level home', 'iron', 'coffee maker: keurig coffee machine', 'wine glasses', 'free washer \\u2013 in building', 'hot water', 'smoke alarm', 'room-darkening shades', 'baking sheet', 'host greets you', 'board games', '32 inch hdtv with netflix', 'standard cable', 'oven', 'toaster', 'dining table', 'ac - split type ductless system', 'breakfast']",63
150.0,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,52.49238,13.37742,Entire home/apt,30,t,2015-11-28,4,5.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""Dishwasher"", ""EV charger"", ""Freezer"", ""Cooking basics"", ""Essentials"", ""Coffee maker"", ""Hair dryer"", ""Heating"", ""Hot water kettle"", ""Dedicated workspace"", ""Kitchen"", ""Iron"", ""Free washer"", ""Stove"", ""Smoke alarm"", ""Hot water"", ""Baking sheet"", ""Free dryer"", ""Private entrance"", ""Oven"", ""Toaster"", ""Courtyard view"", ""Private patio or balcony""]",9.613698630136986,"['dishes and silverware', 'refrigerator', 'hangers', 'wifi', 'dishwasher', 'ev charger', 'freezer', 'cooking basics', 'essentials', 'coffee maker', 'hair dryer', 'heating', 'hot water kettle', 'dedicated workspace', 'kitchen', 'iron', 'free washer', 'stove', 'smoke alarm', 'hot water', 'baking sheet', 'free dryer', 'private entrance', 'oven', 'toaster', 'courtyard view', 'private patio or balcony']",27
106.0,Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,52.5033,13.4443,Private room,24,f,2021-02-09,25,4.56,"[""Portable fans"", ""Dishes and silverware"", ""Bed linens"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Hangers"", ""Wifi"", ""Outlet covers"", ""Fire extinguisher"", ""Smoking allowed"", ""First aid kit"", ""Essentials"", ""Heating"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Waterfront"", ""Iron"", ""Lake access"", ""Wine glasses"", ""Free street parking"", ""Clothing storage: wardrobe"", ""Smoke alarm"", ""Body soap"", ""Hot water"", ""Indoor fireplace"", ""Crib"", ""Private entrance"", ""Board games"", ""Dining table"", ""Microwave""]",4.4082191780821915,"['portable fans', 'dishes and silverware', 'bed linens', 'laundromat nearby', 'luggage dropoff allowed', 'hangers', 'wifi', 'outlet covers', 'fire extinguisher', 'smoking allowed', 'first aid kit', 'essentials', 'heating', 'hot water kettle', 'exterior security cameras on property', 'waterfront', 'iron', 'lake access', 'wine glasses', 'free street parking', 'clothing storage: wardrobe', 'smoke alarm', 'body soap', 'hot water', 'indoor fireplace', 'crib', 'private entrance', 'board games', 'dining table', 'microwave']",30
130.0,südliche Luisenstadt,Friedrichshain-Kreuzberg,52.49484,13.42993,Entire home/apt,0,f,2018-12-18,30,4.93,"[""Dryer"", ""Drying rack for clothing"", ""Portable fans"", ""Dishes and silverware"", ""Bed linens"", ""Long term stays allowed"", ""TV"", ""Hangers"", ""Refrigerator"", ""Wifi"", ""Coffee"", ""Shampoo"", ""Dishwasher"", ""Cleaning products"", ""Freezer"", ""Clothing storage: closet and dresser"", ""Coffee maker: Nespresso"", ""Cooking basics"", ""Sound system"", ""Essentials"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Self check-in"", ""Dedicated workspace"", ""Lockbox"", ""Kitchen"", ""Iron"", ""Wine glasses"", ""Backyard"", ""Free street parking"", ""Washer"", ""Stove"", ""Hot water"", ""Smoke alarm"", ""Room-darkening shades"", ""Baking sheet"", ""Exercise equipment: free weights"", ""Ethernet connection"", ""Oven"", ""Dining table""]",6.556164383561644,"['dryer', 'drying rack for clothing', 'portable fans', 'dishes and silverware', 'bed linens', 'long term stays allowed', 'tv', 'hangers', 'refrigerator', 'wifi', 'coffee', 'shampoo', 'dishwasher', 'cleaning products', 'freezer', 'clothing storage: closet and dresser', 'coffee maker: nespresso', 'cooking basics', 'sound system', 'essentials', 'hair dryer', 'extra pillows and blankets', 'heating', 'carbon monoxide alarm', 'hot water kettle', 'self check-in', 'dedicated workspace', 'lockbox', 'kitchen', 'iron', 'wine glasses', 'backyard', 'free street parking', 'washer', 'stove', 'hot water', 'smoke alarm', 'room-darkening shades', 'baking sheet', 'exercise equipment: free weights', 'ethernet connection', 'oven', 'dining table']",43
51.0,Reuterstraße,Neukölln,52.48288,13.43918,Entire home/apt,20,t,2016-11-11,1,5.0,"[""Heating"", ""Elevator"", ""Dedicated workspace"", ""Kitchen"", ""Private entrance"", ""Pets allowed"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Washer"", ""Wifi""]",8.657534246575343,"['heating', 'elevator', 'dedicated workspace', 'kitchen', 'private entrance', 'pets allowed', 'cooking basics', 'essentials', 'hangers', 'washer', 'wifi']",11
80.0,Johannisthal,Treptow - Köpenick,52.44416,13.50225,Private room,28,f,2021-02-07,24,5.0,"[""Bathtub"", ""Shower gel"", ""Dishes and silverware"", ""Bed linens"", ""Coffee"", ""Hangers"", ""Wifi"", ""Shampoo"", ""Im K\u00fchlschrank steht ein Fach f\u00fcr Dich zur Verf\u00fcgung. refrigerator"", ""Dishwasher"", ""EV charger"", ""Cleaning products"", ""Freezer"", ""Cooking basics"", ""Essentials"", ""Coffee maker"", ""Blender"", ""Hair dryer"", ""Heating"", ""Hot water kettle"", ""Kitchen"", ""Single level home"", ""Free street parking"", ""Clothing storage: wardrobe"", ""Smoke alarm"", ""Hot water"", ""Room-darkening shades"", ""Baking sheet"", ""Host greets you"", ""Dining table"", ""Toaster""]",4.413698630136986,"['bathtub', 'shower gel', 'dishes and silverware', 'bed linens', 'coffee', 'hangers', 'wifi', 'shampoo', 'im k\\u00fchlschrank steht ein fach f\\u00fcr dich zur verf\\u00fcgung. refrigerator', 'dishwasher', 'ev charger', 'cleaning products', 'freezer', 'cooking basics', 'essentials', 'coffee maker', 'blender', 'hair dryer', 'heating', 'hot water kettle', 'kitchen', 'single level home', 'free street parking', 'clothing storage: wardrobe', 'smoke alarm', 'hot water', 'room-darkening shades', 'baking sheet', 'host greets you', 'dining table', 'toaster']",31
424.0,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,52.4895,13.48351,Entire home/apt,23,f,2017-12-30,2,5.0,"[""Carbon monoxide alarm"", ""Smoke alarm"", ""Indoor fireplace"", ""Waterfront"", ""Patio or balcony"", ""Dishes and silverware"", ""Kitchen"", ""Bed linens"", ""Lake access"", ""Cooking basics"", ""Fire extinguisher"", ""First aid kit"", ""Free street parking"", ""Essentials"", ""Stove"", ""Shampoo"", ""Hot water""]",7.523287671232877,"['carbon monoxide alarm', 'smoke alarm', 'indoor fireplace', 'waterfront', 'patio or balcony', 'dishes and silverware', 'kitchen', 'bed linens', 'lake access', 'cooking basics', 'fire extinguisher', 'first aid kit', 'free street parking', 'essentials', 'stove', 'shampoo', 'hot water']",17
80.0,Teltower Damm,Steglitz - Zehlendorf,52.43157,13.27124,Entire home/apt,16,t,2021-02-19,86,4.95,"[""Drying rack for clothing"", ""Safe"", ""Dishes and silverware"", ""Garden view"", ""Bed linens"", ""Cleaning available during stay"", ""Luggage dropoff allowed"", ""Ping pong table"", ""Outdoor dining area"", ""Books and reading material"", ""Hangers"", ""HDTV"", ""Washer \u2013\u00a0In building"", ""Refrigerator"", ""BBQ grill: charcoal"", ""Shampoo"", ""Fast wifi \u2013 57 Mbps"", ""Coffee maker: Nespresso"", ""Electric stove"", ""Private backyard \u2013 Fully fenced"", ""Cooking basics"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Outdoor playground"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Self check-in"", ""Dedicated workspace"", ""Lockbox"", ""Kitchen"", ""Outdoor furniture"", ""Iron"", ""Standalone high chair - always at the listing"", ""Wine glasses"", ""Free street parking"", ""Bikes"", ""Clothing storage: wardrobe"", ""Body soap"", ""Hot water"", ""Smoke alarm"", ""Host greets you"", ""Private entrance"", ""Free driveway parking on premises \u2013 1 space"", ""Ethernet connection"", ""Dining table"", ""Toaster"", ""Exercise equipment"", ""Microwave""]",4.380821917808219,"['drying rack for clothing', 'safe', 'dishes and silverware', 'garden view', 'bed linens', 'cleaning available during stay', 'luggage dropoff allowed', 'ping pong table', 'outdoor dining area', 'books and reading material', 'hangers', 'hdtv', 'washer \\u2013\\u00a0in building', 'refrigerator', 'bbq grill: charcoal', 'shampoo', 'fast wifi \\u2013 57 mbps', 'coffee maker: nespresso', 'electric stove', 'private backyard \\u2013 fully fenced', 'cooking basics', 'fire extinguisher', 'first aid kit', 'essentials', 'outdoor playground', 'hair dryer', 'extra pillows and blankets', 'heating', 'hot water kettle', 'exterior security cameras on property', 'self check-in', 'dedicated workspace', 'lockbox', 'kitchen', 'outdoor furniture', 'iron', 'standalone high chair - always at the listing', 'wine glasses', 'free street parking', 'bikes', 'clothing storage: wardrobe', 'body soap', 'hot water', 'smoke alarm', 'host greets you', 'private entrance', 'free driveway parking on premises \\u2013 1 space', 'ethernet connection', 'dining table', 'toaster', 'exercise equipment', 'microwave']",52
65.0,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,52.5115,13.46099,Private room,30,f,2014-08-12,27,4.96,"[""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Bed linens"", ""Lock on bedroom door"", ""Paid street parking off premises"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Wifi"", ""Shampoo"", ""Dishwasher"", ""Cleaning products"", ""Freezer"", ""Electric stove"", ""Cooking basics"", ""Fire extinguisher"", ""Essentials"", ""Blender"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Dedicated workspace"", ""Kitchen"", ""Private living room"", ""Single level home"", ""65 inch HDTV with Amazon Prime Video, Netflix"", ""Smoke alarm"", ""Body soap"", ""Room-darkening shades"", ""Hot water"", ""Baking sheet"", ""Host greets you"", ""Oven"", ""Toaster"", ""Dining table"", ""Free washer \u2013 In unit"", ""Microwave""]",10.90958904109589,"['drying rack for clothing', 'shower gel', 'dishes and silverware', 'bed linens', 'lock on bedroom door', 'paid street parking off premises', 'laundromat nearby', 'luggage dropoff allowed', 'refrigerator', 'wifi', 'shampoo', 'dishwasher', 'cleaning products', 'freezer', 'electric stove', 'cooking basics', 'fire extinguisher', 'essentials', 'blender', 'hair dryer', 'extra pillows and blankets', 'heating', 'carbon monoxide alarm', 'hot water kettle', 'dedicated workspace', 'kitchen', 'private living room', 'single level home', '65 inch hdtv with amazon prime video', 'netflix', 'smoke alarm', 'body soap', 'room-darkening shades', 'hot water', 'baking sheet', 'host greets you', 'oven', 'toaster', 'dining table', 'free washer \\u2013 in unit', 'microwave']",41
89.0,Rahnsdorf/Hessenwinkel,Treptow - Köpenick,52.44213,13.69871,Entire home/apt,30,f,2021-01-14,2,5.0,"[""Heating"", ""Hot water kettle"", ""Indoor fireplace"", ""Pool"", ""Crib"", ""Dedicated workspace"", ""Freezer"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Oven"", ""Toaster"", ""Dining table"", ""BBQ grill"", ""Hangers"", ""Coffee maker"", ""TV with standard cable""]",4.47945205479452,"['heating', 'hot water kettle', 'indoor fireplace', 'pool', 'crib', 'dedicated workspace', 'freezer', 'kitchen', 'private entrance', 'wifi', 'oven', 'toaster', 'dining table', 'bbq grill', 'hangers', 'coffee maker', 'tv with standard cable']",17
95.0,West 5,Reinickendorf,52.58587,13.28334,Entire home/apt,0,f,2020-07-01,4,5.0,"[""Heating"", ""Dryer"", ""Dedicated workspace"", ""Kitchen"", ""Iron"", ""Cooking basics"", ""Fire extinguisher"", ""Essentials"", ""Hangers"", ""Washer"", ""Wifi"", ""Hair dryer"", ""Smoke alarm""]",5.019178082191781,"['heating', 'dryer', 'dedicated workspace', 'kitchen', 'iron', 'cooking basics', 'fire extinguisher', 'essentials', 'hangers', 'washer', 'wifi', 'hair dryer', 'smoke alarm']",13
64.0,Johannisthal,Treptow - Köpenick,52.44979,13.50709,Entire home/apt,0,f,2017-08-01,4,4.5,"[""Heating"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Dedicated workspace"", ""Kitchen"", ""Iron"", ""Cooking basics"", ""Smoking allowed"", ""Essentials"", ""Hangers"", ""Washer"", ""Wifi"", ""TV"", ""Hair dryer"", ""Smoke alarm""]",7.936986301369863,"['heating', 'carbon monoxide alarm', 'free parking on premises', 'dedicated workspace', 'kitchen', 'iron', 'cooking basics', 'smoking allowed', 'essentials', 'hangers', 'washer', 'wifi', 'tv', 'hair dryer', 'smoke alarm']",15
165.0,Regierungsviertel,Mitte,52.507736,13.388472,Private room,0,f,2021-03-12,11,4.55,"[""Safe"", ""Shower gel"", ""Air conditioning"", ""Dishes and silverware"", ""Bed linens"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Hangers"", ""Wifi"", ""Shampoo"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Dedicated workspace"", ""Kitchen"", ""Paid parking lot on premises \u2013 18 spaces"", ""Stove"", ""Smoke alarm"", ""Body soap"", ""Hot water"", ""Mini fridge"", ""TV with standard cable"", ""Microwave""]",4.323287671232877,"['safe', 'shower gel', 'air conditioning', 'dishes and silverware', 'bed linens', 'luggage dropoff allowed', 'long term stays allowed', 'hangers', 'wifi', 'shampoo', 'fire extinguisher', 'first aid kit', 'essentials', 'hair dryer', 'extra pillows and blankets', 'heating', 'dedicated workspace', 'kitchen', 'paid parking lot on premises \\u2013 18 spaces', 'stove', 'smoke alarm', 'body soap', 'hot water', 'mini fridge', 'tv with standard cable', 'microwave']",26
34.0,West 4,Reinickendorf,52.56549,13.31766,Private room,12,t,2015-10-09,171,4.89,"[""Drying rack for clothing"", ""Portable fans"", ""Shower gel"", ""Dishes and silverware"", ""Bed linens"", ""Lock on bedroom door"", ""Cleaning available during stay"", ""Long term stays allowed"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""Shampoo"", ""Dishwasher"", ""Cleaning products"", ""Window AC unit"", ""Freezer"", ""Cooking basics"", ""Essentials"", ""Coffee maker"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Hot water kettle"", ""Self check-in"", ""Dedicated workspace"", ""Lockbox"", ""Kitchen"", ""Single level home"", ""Iron"", ""Portable air conditioning"", ""Barbecue utensils"", ""Paid parking off premises"", ""Wine glasses"", ""Free washer \u2013 In building"", ""Stove"", ""Clothing storage: wardrobe"", ""Body soap"", ""Hot water"", ""Room-darkening shades"", ""Smoke alarm"", ""Baking sheet"", ""Oven"", ""Dining table"", ""Microwave""]",9.75068493150685,"['drying rack for clothing', 'portable fans', 'shower gel', 'dishes and silverware', 'bed linens', 'lock on bedroom door', 'cleaning available during stay', 'long term stays allowed', 'refrigerator', 'hangers', 'wifi', 'shampoo', 'dishwasher', 'cleaning products', 'window ac unit', 'freezer', 'cooking basics', 'essentials', 'coffee maker', 'hair dryer', 'extra pillows and blankets', 'heating', 'hot water kettle', 'self check-in', 'dedicated workspace', 'lockbox', 'kitchen', 'single level home', 'iron', 'portable air conditioning', 'barbecue utensils', 'paid parking off premises', 'wine glasses', 'free washer \\u2013 in building', 'stove', 'clothing storage: wardrobe', 'body soap', 'hot water', 'room-darkening shades', 'smoke alarm', 'baking sheet', 'oven', 'dining table', 'microwave']",44
223.0,Rummelsburger Bucht,Lichtenberg,52.49141,13.48702,Entire home/apt,14,t,2021-03-14,190,4.97,"[""Shower gel"", ""Dishes and silverware"", ""Bed linens"", ""Laundromat nearby"", ""Long term stays allowed"", ""Outdoor dining area"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""Marshall Bluetooth sound system"", ""Shampoo"", ""Dishwasher"", ""Cleaning products"", ""Freezer"", ""Coffee maker: Nespresso"", ""Radiant heating"", ""Cooking basics"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Clothing storage"", ""Hair dryer"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Waterfront"", ""Kayak"", ""Self check-in"", ""Dedicated workspace"", ""Lockbox"", ""Kitchen"", ""Outdoor furniture"", ""Bay view"", ""Lake access"", ""Barbecue utensils"", ""BBQ grill"", ""Wine glasses"", ""Free street parking"", ""HDTV with Netflix"", ""Pocket wifi"", ""Smoke alarm"", ""Hot water"", ""Room-darkening shades"", ""Body soap"", ""Indoor fireplace"", ""Baking sheet"", ""Private entrance"", ""Oven"", ""Induction stove"", ""Toaster"", ""Dining table"", ""Private patio or balcony"", ""Microwave""]",4.317808219178082,"['shower gel', 'dishes and silverware', 'bed linens', 'laundromat nearby', 'long term stays allowed', 'outdoor dining area', 'refrigerator', 'hangers', 'wifi', 'marshall bluetooth sound system', 'shampoo', 'dishwasher', 'cleaning products', 'freezer', 'coffee maker: nespresso', 'radiant heating', 'cooking basics', 'fire extinguisher', 'first aid kit', 'essentials', 'clothing storage', 'hair dryer', 'extra pillows and blankets', 'carbon monoxide alarm', 'hot water kettle', 'waterfront', 'kayak', 'self check-in', 'dedicated workspace', 'lockbox', 'kitchen', 'outdoor furniture', 'bay view', 'lake access', 'barbecue utensils', 'bbq grill', 'wine glasses', 'free street parking', 'hdtv with netflix', 'pocket wifi', 'smoke alarm', 'hot water', 'room-darkening shades', 'body soap', 'indoor fireplace', 'baking sheet', 'private entrance', 'oven', 'induction stove', 'toaster', 'dining table', 'private patio or balcony', 'microwave']",53
365.0,nördliche Luisenstadt,Friedrichshain-Kreuzberg,52.50140170179438,13.4336691853434,Entire home/apt,18,f,2015-12-05,17,5.0,"[""Bathtub"", ""Sonos sound system with Bluetooth and aux"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Bed linens"", ""65 inch HDTV with Amazon Prime Video, premium cable, Apple TV, Netflix"", ""Paid street parking off premises"", ""Cleaning available during stay"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Aesop & Weleda body soap"", ""Outdoor dining area"", ""Books and reading material"", ""Hangers"", ""Refrigerator"", ""Coffee"", ""Dishwasher"", ""EV charger"", ""Cleaning products"", ""Fast wifi \u2013 250 Mbps"", ""Freezer"", ""Private backyard \u2013 Fully fenced"", ""Cooking basics"", ""Outlet covers"", ""Fire extinguisher"", ""Stainless steel oven"", ""Clothing storage: closet, wardrobe, and dresser"", ""First aid kit"", ""Essentials"", ""Coffee maker"", ""Blender"", ""Hair dryer"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Central heating"", ""Hot water kettle"", ""Dedicated workspace"", ""Kitchen"", ""Iron"", ""Free washer"", ""Wine glasses"", ""Sonstiges stainless steel wood-burning stove"", ""Hot water"", ""Smoke alarm"", ""Room-darkening shades"", ""Baking sheet"", ""Host greets you"", ""Ethernet connection"", ""Dining table"", ""Private patio or balcony""]",9.594520547945205,"['bathtub', 'sonos sound system with bluetooth and aux', 'drying rack for clothing', 'shower gel', 'dishes and silverware', 'bed linens', '65 inch hdtv with amazon prime video', 'premium cable', 'apple tv', 'netflix', 'paid street parking off premises', 'cleaning available during stay', 'laundromat nearby', 'luggage dropoff allowed', 'long term stays allowed', 'aesop & weleda body soap', 'outdoor dining area', 'books and reading material', 'hangers', 'refrigerator', 'coffee', 'dishwasher', 'ev charger', 'cleaning products', 'fast wifi \\u2013 250 mbps', 'freezer', 'private backyard \\u2013 fully fenced', 'cooking basics', 'outlet covers', 'fire extinguisher', 'stainless steel oven', 'clothing storage: closet', 'wardrobe', 'and dresser', 'first aid kit', 'essentials', 'coffee maker', 'blender', 'hair dryer', 'extra pillows and blankets', 'carbon monoxide alarm', 'central heating', 'hot water kettle', 'dedicated workspace', 'kitchen', 'iron', 'free washer', 'wine glasses', 'sonstiges stainless steel wood-burning stove', 'hot water', 'smoke alarm', 'room-darkening shades', 'baking sheet', 'host greets you', 'ethernet connection', 'dining table', 'private patio or balcony']",57
